Origin;Destination;Outbound;Inbound;Price
LON;LAX;2016-09-23;;331,21
LON;LAX;2016-09-23;2016-09-23;883,53
LON;LAX;2016-09-23;2016-09-25;634,15
LON;LAX;2016-09-23;2016-09-26;557,81
LON;LAX;2016-09-23;2016-09-27;527,68
LON;LAX;2016-09-23;2016-09-29;568,57
LON;LAX;2016-09-23;2016-09-30;597,05
LON;LAX;2016-09-23;2016-10-01;625,44
LON;LAX;2016-09-23;2016-10-02;512,70
LON;LAX;2016-09-23;2016-10-03;569,66
LON;LAX;2016-09-23;2016-10-04;558,61
LON;LAX;2016-09-23;2016-10-05;658,57
LON;LAX;2016-09-23;2016-10-06;549,80
LON;LAX;2016-09-23;2016-10-07;568,36
LON;LAX;2016-09-23;2016-10-08;574,98
LON;LAX;2016-09-23;2016-10-09;570,06
LON;LAX;2016-09-23;2016-10-10;569,66
LON;LAX;2016-09-23;2016-10-11;486,42
LON;LAX;2016-09-23;2016-10-12;706,07
LON;LAX;2016-09-23;2016-10-14;557,97
LON;LAX;2016-09-23;2016-10-20;550,04
LON;LAX;2016-09-23;2016-10-28;612,59
LON;LAX;2016-09-24;;400,25
LON;LAX;2016-09-24;2016-09-24;810,86
LON;LAX;2016-09-24;2016-09-25;695,79
LON;LAX;2016-09-24;2016-09-28;682,90
LON;LAX;2016-09-24;2016-09-29;652,07
LON;LAX;2016-09-24;2016-09-30;677,62
LON;LAX;2016-09-24;2016-10-01;685,21
LON;LAX;2016-09-24;2016-10-02;662,24
LON;LAX;2016-09-24;2016-10-03;680,62
LON;LAX;2016-09-24;2016-10-04;679,75
LON;LAX;2016-09-24;2016-10-05;685,72
LON;LAX;2016-09-24;2016-10-07;677,65
LON;LAX;2016-09-24;2016-10-08;688,36
LON;LAX;2016-09-24;2016-10-09;614,33
LON;LAX;2016-09-24;2016-10-12;714,29
LON;LAX;2016-09-24;2016-10-13;706,32
LON;LAX;2016-09-24;2016-10-14;685,88
LON;LAX;2016-09-24;2016-10-15;741,34
LON;LAX;2016-09-24;2016-10-23;632,80
LON;LAX;2016-09-24;2016-10-25;684,75
LON;LAX;2016-09-24;2016-11-24;703,78
LON;LAX;2016-09-25;;310,34
LON;LAX;2016-09-25;2016-09-25;885,71
LON;LAX;2016-09-25;2016-09-26;652,03
LON;LAX;2016-09-25;2016-09-29;590,72
LON;LAX;2016-09-25;2016-09-30;647,98
LON;LAX;2016-09-25;2016-10-01;676,55
LON;LAX;2016-09-25;2016-10-02;585,80
LON;LAX;2016-09-25;2016-10-04;548,31
LON;LAX;2016-09-25;2016-10-05;619,52
LON;LAX;2016-09-25;2016-10-06;595,57
LON;LAX;2016-09-25;2016-10-08;656,20
LON;LAX;2016-09-25;2016-10-09;534,23
LON;LAX;2016-09-25;2016-10-11;537,83
LON;LAX;2016-09-25;2016-10-12;631,67
LON;LAX;2016-09-25;2016-10-13;523,43
LON;LAX;2016-09-25;2016-10-14;580,23
LON;LAX;2016-09-25;2016-10-16;543,99
LON;LAX;2016-09-25;2016-10-23;536,14
LON;LAX;2016-09-25;2016-10-25;552,23
LON;LAX;2016-09-25;2016-10-26;655,94
LON;LAX;2016-09-25;2016-11-06;577,01
LON;LAX;2016-09-25;2016-11-09;594,57
LON;LAX;2016-09-26;;303,97
LON;LAX;2016-09-26;2016-09-26;893,61
LON;LAX;2016-09-26;2016-09-30;564,52
LON;LAX;2016-09-26;2016-10-01;656,16
LON;LAX;2016-09-26;2016-10-02;570,66
LON;LAX;2016-09-26;2016-10-03;581,46
LON;LAX;2016-09-26;2016-10-04;512,58
LON;LAX;2016-09-26;2016-10-06;562,92
LON;LAX;2016-09-26;2016-10-07;581,11
LON;LAX;2016-09-26;2016-10-08;550,38
LON;LAX;2016-09-26;2016-10-09;523,29
LON;LAX;2016-09-26;2016-10-10;560,47
LON;LAX;2016-09-26;2016-10-12;608,46
LON;LAX;2016-09-26;2016-10-13;535,44
LON;LAX;2016-09-26;2016-10-14;709,65
LON;LAX;2016-09-26;2016-10-17;481,48
LON;LAX;2016-09-26;2016-10-20;566,49
LON;LAX;2016-09-26;2016-10-25;549,32
LON;LAX;2016-09-26;2016-11-07;721,33
LON;LAX;2016-09-27;;306,09
LON;LAX;2016-09-27;2016-09-28;632,82
LON;LAX;2016-09-27;2016-09-30;590,57
LON;LAX;2016-09-27;2016-10-02;554,30
LON;LAX;2016-09-27;2016-10-04;568,73
LON;LAX;2016-09-27;2016-10-05;639,77
LON;LAX;2016-09-27;2016-10-06;492,39
LON;LAX;2016-09-27;2016-10-07;568,87
LON;LAX;2016-09-27;2016-10-08;583,16
LON;LAX;2016-09-27;2016-10-10;752,22
LON;LAX;2016-09-27;2016-10-11;536,48
LON;LAX;2016-09-27;2016-10-12;627,52
LON;LAX;2016-09-27;2016-10-13;657,72
LON;LAX;2016-09-27;2016-10-14;562,99
LON;LAX;2016-09-27;2016-10-15;590,03
LON;LAX;2016-09-27;2016-10-16;559,81
LON;LAX;2016-09-27;2016-10-17;559,53
LON;LAX;2016-09-27;2016-10-18;559,53
LON;LAX;2016-09-27;2016-10-20;738,38
LON;LAX;2016-09-27;2016-10-25;534,88
LON;LAX;2016-09-27;2016-10-26;574,73
LON;LAX;2016-09-27;2016-10-27;578,81
LON;LAX;2016-09-27;2016-11-22;581,89
LON;LAX;2016-09-27;2016-12-22;518,34
LON;LAX;2016-09-28;;376,91
LON;LAX;2016-09-28;2016-09-30;688,44
LON;LAX;2016-09-28;2016-10-03;597,36
LON;LAX;2016-09-28;2016-10-04;575,13
LON;LAX;2016-09-28;2016-10-05;650,38
LON;LAX;2016-09-28;2016-10-07;665,99
LON;LAX;2016-09-28;2016-10-08;569,44
LON;LAX;2016-09-28;2016-10-09;565,08
LON;LAX;2016-09-28;2016-10-10;642,68
LON;LAX;2016-09-28;2016-10-11;709,54
LON;LAX;2016-09-28;2016-10-12;644,95
LON;LAX;2016-09-28;2016-10-13;606,80
LON;LAX;2016-09-28;2016-10-14;642,36
LON;LAX;2016-09-28;2016-10-17;573,08
LON;LAX;2016-09-28;2016-10-18;826,25
LON;LAX;2016-09-28;2016-10-19;670,76
LON;LAX;2016-09-28;2016-10-21;649,86
LON;LAX;2016-09-28;2016-10-28;647,05
LON;LAX;2016-09-28;2016-11-03;565,68
LON;LAX;2016-09-28;2016-12-21;709,02
LON;LAX;2016-09-29;;329,15
LON;LAX;2016-09-29;2016-10-02;610,94
LON;LAX;2016-09-29;2016-10-03;611,01
LON;LAX;2016-09-29;2016-10-04;525,52
LON;LAX;2016-09-29;2016-10-05;621,58
LON;LAX;2016-09-29;2016-10-06;575,51
LON;LAX;2016-09-29;2016-10-07;581,11
LON;LAX;2016-09-29;2016-10-08;662,06
LON;LAX;2016-09-29;2016-10-09;552,52
LON;LAX;2016-09-29;2016-10-10;538,30
LON;LAX;2016-09-29;2016-10-13;552,07
LON;LAX;2016-09-29;2016-10-14;524,67
LON;LAX;2016-09-29;2016-10-15;618,58
LON;LAX;2016-09-29;2016-10-16;514,23
LON;LAX;2016-09-29;2016-10-17;552,23
LON;LAX;2016-09-29;2016-10-18;521,63
LON;LAX;2016-09-29;2016-10-19;672,28
LON;LAX;2016-09-29;2016-10-20;535,85
LON;LAX;2016-09-29;2016-10-21;617,66
LON;LAX;2016-09-29;2016-10-22;650,26
LON;LAX;2016-09-29;2016-10-24;557,88
LON;LAX;2016-09-29;2016-10-27;609,64
LON;LAX;2016-09-29;2016-10-28;640,64
LON;LAX;2016-09-29;2016-12-07;648,09
LON;LAX;2016-09-29;2016-12-27;577,94
LON;LAX;2016-09-30;;324,98
LON;LAX;2016-09-30;2016-09-30;857,43
LON;LAX;2016-09-30;2016-10-07;576,68
LON;LAX;2016-09-30;2016-10-08;643,82
LON;LAX;2016-09-30;2016-10-09;550,92
LON;LAX;2016-09-30;2016-10-10;552,06
LON;LAX;2016-09-30;2016-10-11;512,65
LON;LAX;2016-09-30;2016-10-12;621,46
LON;LAX;2016-09-30;2016-10-13;559,47
LON;LAX;2016-09-30;2016-10-14;509,55
LON;LAX;2016-09-30;2016-10-15;655,36
LON;LAX;2016-09-30;2016-10-16;570,06
LON;LAX;2016-09-30;2016-10-21;536,25
LON;LAX;2016-09-30;2016-10-22;655,04
LON;LAX;2016-09-30;2016-10-26;611,00
LON;LAX;2016-09-30;2016-10-30;623,71
LON;LAX;2016-09-30;2016-10-31;578,69
LON;LAX;2016-09-30;2016-11-30;477,48
LON;LAX;2016-09-30;2016-12-09;669,77
LON;LAX;2016-09-30;2016-12-26;673,81
LON;LAX;2016-10-01;;371,75
LON;LAX;2016-10-01;2016-10-03;614,66
LON;LAX;2016-10-01;2016-10-04;634,31
LON;LAX;2016-10-01;2016-10-05;708,96
LON;LAX;2016-10-01;2016-10-06;700,41
LON;LAX;2016-10-01;2016-10-07;675,92
LON;LAX;2016-10-01;2016-10-08;691,82
LON;LAX;2016-10-01;2016-10-09;691,19
LON;LAX;2016-10-01;2016-10-10;691,19
LON;LAX;2016-10-01;2016-10-11;620,60
LON;LAX;2016-10-01;2016-10-12;685,13
LON;LAX;2016-10-01;2016-10-13;706,32
LON;LAX;2016-10-01;2016-10-14;612,32
LON;LAX;2016-10-01;2016-10-15;687,62
LON;LAX;2016-10-01;2016-10-16;647,48
LON;LAX;2016-10-01;2016-10-17;594,70
LON;LAX;2016-10-01;2016-10-18;680,34
LON;LAX;2016-10-01;2016-10-19;874,68
LON;LAX;2016-10-01;2016-10-21;694,10
LON;LAX;2016-10-01;2016-10-22;701,67
LON;LAX;2016-10-01;2016-10-23;659,08
LON;LAX;2016-10-01;2016-10-28;712,75
LON;LAX;2016-10-01;2016-10-29;680,88
LON;LAX;2016-10-01;2016-10-30;767,79
LON;LAX;2016-10-01;2016-10-31;694,45
LON;LAX;2016-10-01;2016-11-01;819,31
LON;LAX;2016-10-01;2016-11-05;696,39
LON;LAX;2016-10-01;2016-11-30;672,49
LON;LAX;2016-10-01;2016-12-01;710,34
LON;LAX;2016-10-01;2016-12-26;692,56
LON;LAX;2016-10-02;;354,68
LON;LAX;2016-10-02;2016-10-02;683,49
LON;LAX;2016-10-02;2016-10-07;610,38
LON;LAX;2016-10-02;2016-10-08;637,14
LON;LAX;2016-10-02;2016-10-09;553,92
LON;LAX;2016-10-02;2016-10-10;541,44
LON;LAX;2016-10-02;2016-10-11;548,59
LON;LAX;2016-10-02;2016-10-12;624,42
LON;LAX;2016-10-02;2016-10-13;572,18
LON;LAX;2016-10-02;2016-10-14;574,37
LON;LAX;2016-10-02;2016-10-15;552,48
LON;LAX;2016-10-02;2016-10-16;542,94
LON;LAX;2016-10-02;2016-10-17;562,59
LON;LAX;2016-10-02;2016-10-18;555,90
LON;LAX;2016-10-02;2016-10-19;636,09
LON;LAX;2016-10-02;2016-10-20;582,87
LON;LAX;2016-10-02;2016-10-21;543,01
LON;LAX;2016-10-02;2016-10-23;549,06
LON;LAX;2016-10-02;2016-10-24;538,81
LON;LAX;2016-10-02;2016-10-28;607,73
LON;LAX;2016-10-02;2016-10-30;608,73
LON;LAX;2016-10-02;2016-10-31;694,42
LON;LAX;2016-10-02;2016-11-12;622,03
LON;LAX;2016-10-03;;294,01
LON;LAX;2016-10-03;2016-10-03;897,20
LON;LAX;2016-10-03;2016-10-07;534,30
LON;LAX;2016-10-03;2016-10-08;548,52
LON;LAX;2016-10-03;2016-10-09;510,21
LON;LAX;2016-10-03;2016-10-10;555,16
LON;LAX;2016-10-03;2016-10-11;653,88
LON;LAX;2016-10-03;2016-10-12;623,40
LON;LAX;2016-10-03;2016-10-13;521,27
LON;LAX;2016-10-03;2016-10-14;507,98
LON;LAX;2016-10-03;2016-10-15;543,70
LON;LAX;2016-10-03;2016-10-16;522,83
LON;LAX;2016-10-03;2016-10-17;546,48
LON;LAX;2016-10-03;2016-10-18;538,55
LON;LAX;2016-10-03;2016-10-19;614,30
LON;LAX;2016-10-03;2016-10-20;521,98
LON;LAX;2016-10-03;2016-10-21;590,02
LON;LAX;2016-10-03;2016-10-22;605,69
LON;LAX;2016-10-03;2016-10-23;547,01
LON;LAX;2016-10-03;2016-10-24;511,91
LON;LAX;2016-10-03;2016-10-28;579,33
LON;LAX;2016-10-03;2016-10-31;657,55
LON;LAX;2016-10-03;2016-11-03;515,35
LON;LAX;2016-10-03;2016-11-07;661,90
LON;LAX;2016-10-03;2016-12-19;696,48
LON;LAX;2016-10-03;2017-01-03;623,19
LON;LAX;2016-10-04;;305,23
LON;LAX;2016-10-04;2016-10-04;1309,19
LON;LAX;2016-10-04;2016-10-05;653,98
LON;LAX;2016-10-04;2016-10-08;636,48
LON;LAX;2016-10-04;2016-10-09;529,47
LON;LAX;2016-10-04;2016-10-10;556,68
LON;LAX;2016-10-04;2016-10-11;570,03
LON;LAX;2016-10-04;2016-10-12;618,55
LON;LAX;2016-10-04;2016-10-13;519,90
LON;LAX;2016-10-04;2016-10-14;530,42
LON;LAX;2016-10-04;2016-10-15;520,69
LON;LAX;2016-10-04;2016-10-16;516,17
LON;LAX;2016-10-04;2016-10-17;495,60
LON;LAX;2016-10-04;2016-10-18;558,61
LON;LAX;2016-10-04;2016-10-19;588,98
LON;LAX;2016-10-04;2016-10-20;519,19
LON;LAX;2016-10-04;2016-10-21;554,67
LON;LAX;2016-10-04;2016-10-25;523,71
LON;LAX;2016-10-04;2016-10-28;579,23
LON;LAX;2016-10-04;2016-11-01;618,16
LON;LAX;2016-10-04;2016-11-03;512,24
LON;LAX;2016-10-04;2016-12-01;500,81
LON;LAX;2016-10-04;2016-12-21;693,14
LON;LAX;2016-10-04;2017-01-03;585,75
LON;LAX;2016-10-05;;330,35
LON;LAX;2016-10-05;2016-10-06;526,15
LON;LAX;2016-10-05;2016-10-09;576,05
LON;LAX;2016-10-05;2016-10-10;516,38
LON;LAX;2016-10-05;2016-10-11;520,27
LON;LAX;2016-10-05;2016-10-12;595,99
LON;LAX;2016-10-05;2016-10-13;518,68
LON;LAX;2016-10-05;2016-10-14;572,50
LON;LAX;2016-10-05;2016-10-15;541,91
LON;LAX;2016-10-05;2016-10-16;588,37
LON;LAX;2016-10-05;2016-10-17;584,81
LON;LAX;2016-10-05;2016-10-19;594,47
LON;LAX;2016-10-05;2016-10-20;529,57
LON;LAX;2016-10-05;2016-10-21;610,78
LON;LAX;2016-10-05;2016-10-22;558,61
LON;LAX;2016-10-05;2016-10-24;603,86
LON;LAX;2016-10-05;2016-10-26;687,37
LON;LAX;2016-10-05;2016-10-27;867,57
LON;LAX;2016-10-05;2016-10-28;872,32
LON;LAX;2016-10-05;2016-11-02;584,48
LON;LAX;2016-10-05;2016-11-09;852,98
LON;LAX;2016-10-05;2016-12-22;1025,37
LON;LAX;2016-10-06;;306,09
LON;LAX;2016-10-06;2016-10-09;505,62
LON;LAX;2016-10-06;2016-10-10;537,41
LON;LAX;2016-10-06;2016-10-11;518,96
LON;LAX;2016-10-06;2016-10-13;544,30
LON;LAX;2016-10-06;2016-10-14;497,69
LON;LAX;2016-10-06;2016-10-15;648,87
LON;LAX;2016-10-06;2016-10-16;535,50
LON;LAX;2016-10-06;2016-10-17;528,67
LON;LAX;2016-10-06;2016-10-18;500,43
LON;LAX;2016-10-06;2016-10-19;564,13
LON;LAX;2016-10-06;2016-10-20;471,95
LON;LAX;2016-10-06;2016-10-21;530,18
LON;LAX;2016-10-06;2016-10-22;640,53
LON;LAX;2016-10-06;2016-10-23;526,64
LON;LAX;2016-10-06;2016-10-24;524,06
LON;LAX;2016-10-06;2016-10-25;571,99
LON;LAX;2016-10-06;2016-10-27;543,95
LON;LAX;2016-10-06;2016-10-28;593,78
LON;LAX;2016-10-06;2016-10-30;573,72
LON;LAX;2016-10-06;2016-11-02;846,68
LON;LAX;2016-10-06;2016-11-10;514,54
LON;LAX;2016-10-06;2016-11-15;523,31
LON;LAX;2016-10-07;;287,83
LON;LAX;2016-10-07;2016-10-07;1063,17
LON;LAX;2016-10-07;2016-10-08;497,03
LON;LAX;2016-10-07;2016-10-09;528,40
LON;LAX;2016-10-07;2016-10-10;549,25
LON;LAX;2016-10-07;2016-10-12;608,16
LON;LAX;2016-10-07;2016-10-14;502,79
LON;LAX;2016-10-07;2016-10-15;618,23
LON;LAX;2016-10-07;2016-10-16;557,88
LON;LAX;2016-10-07;2016-10-17;577,81
LON;LAX;2016-10-07;2016-10-18;548,28
LON;LAX;2016-10-07;2016-10-19;601,09
LON;LAX;2016-10-07;2016-10-21;584,56
LON;LAX;2016-10-07;2016-10-22;524,20
LON;LAX;2016-10-07;2016-10-23;531,55
LON;LAX;2016-10-07;2016-10-25;521,79
LON;LAX;2016-10-07;2016-10-28;617,43
LON;LAX;2016-10-07;2016-11-04;713,34
LON;LAX;2016-10-07;2016-11-10;502,18
LON;LAX;2016-10-08;;1683,76
LON;LAX;2016-10-08;2016-10-11;638,29
LON;LAX;2016-10-08;2016-10-12;569,63
LON;LAX;2016-10-08;2016-10-14;670,52
LON;LAX;2016-10-08;2016-10-15;701,08
LON;LAX;2016-10-08;2016-10-16;694,75
LON;LAX;2016-10-08;2016-10-17;671,28
LON;LAX;2016-10-08;2016-10-18;667,90
LON;LAX;2016-10-08;2016-10-19;677,90
LON;LAX;2016-10-08;2016-10-20;692,95
LON;LAX;2016-10-08;2016-10-21;673,47
LON;LAX;2016-10-08;2016-10-22;700,73
LON;LAX;2016-10-08;2016-10-23;678,96
LON;LAX;2016-10-08;2016-10-24;660,28
LON;LAX;2016-10-08;2016-10-25;910,39
LON;LAX;2016-10-08;2016-10-28;862,21
LON;LAX;2016-10-08;2016-10-29;695,60
LON;LAX;2016-10-08;2016-11-05;707,24
LON;LAX;2016-10-09;;311,00
LON;LAX;2016-10-09;2016-10-09;645,97
LON;LAX;2016-10-09;2016-10-14;569,17
LON;LAX;2016-10-09;2016-10-15;636,90
LON;LAX;2016-10-09;2016-10-16;503,97
LON;LAX;2016-10-09;2016-10-17;568,21
LON;LAX;2016-10-09;2016-10-18;521,30
LON;LAX;2016-10-09;2016-10-19;650,84
LON;LAX;2016-10-09;2016-10-21;601,83
LON;LAX;2016-10-09;2016-10-22;617,69
LON;LAX;2016-10-09;2016-10-23;555,33
LON;LAX;2016-10-09;2016-10-25;573,31
LON;LAX;2016-10-09;2016-10-29;660,66
LON;LAX;2016-10-09;2016-10-30;632,10
LON;LAX;2016-10-09;2016-10-31;606,10
LON;LAX;2016-10-09;2016-11-05;709,82
LON;LAX;2016-10-10;;298,55
LON;LAX;2016-10-10;2016-10-13;555,16
LON;LAX;2016-10-10;2016-10-14;487,39
LON;LAX;2016-10-10;2016-10-15;493,09
LON;LAX;2016-10-10;2016-10-16;508,62
LON;LAX;2016-10-10;2016-10-17;464,50
LON;LAX;2016-10-10;2016-10-18;470,87
LON;LAX;2016-10-10;2016-10-19;554,77
LON;LAX;2016-10-10;2016-10-20;505,08
LON;LAX;2016-10-10;2016-10-21;527,00
LON;LAX;2016-10-10;2016-10-23;533,65
LON;LAX;2016-10-10;2016-10-24;500,40
LON;LAX;2016-10-10;2016-10-25;511,69
LON;LAX;2016-10-10;2016-10-27;520,99
LON;LAX;2016-10-10;2016-10-28;599,44
LON;LAX;2016-10-10;2016-10-29;575,53
LON;LAX;2016-10-10;2016-10-30;588,39
LON;LAX;2016-10-10;2016-10-31;584,51
LON;LAX;2016-10-10;2016-11-01;481,11
LON;LAX;2016-10-10;2016-11-03;533,44
LON;LAX;2016-10-10;2016-11-07;700,33
LON;LAX;2016-10-10;2016-11-21;655,72
LON;LAX;2016-10-10;2016-11-23;488,21
LON;LAX;2016-10-11;;309,81
LON;LAX;2016-10-11;2016-10-12;619,70
LON;LAX;2016-10-11;2016-10-16;448,78
LON;LAX;2016-10-11;2016-10-17;444,41
LON;LAX;2016-10-11;2016-10-18;462,57
LON;LAX;2016-10-11;2016-10-19;629,79
LON;LAX;2016-10-11;2016-10-20;466,89
LON;LAX;2016-10-11;2016-10-21;535,98
LON;LAX;2016-10-11;2016-10-23;481,83
LON;LAX;2016-10-11;2016-10-24;504,41
LON;LAX;2016-10-11;2016-10-25;500,40
LON;LAX;2016-10-11;2016-10-26;600,28
LON;LAX;2016-10-11;2016-10-28;601,94
LON;LAX;2016-10-11;2016-10-30;566,50
LON;LAX;2016-10-11;2016-10-31;539,72
LON;LAX;2016-10-11;2016-11-02;783,85
LON;LAX;2016-10-11;2016-11-04;539,72
LON;LAX;2016-10-11;2016-11-15;588,96
LON;LAX;2016-10-12;2016-10-13;522,40
LON;LAX;2016-10-12;2016-10-16;523,28
LON;LAX;2016-10-12;2016-10-17;642,32
LON;LAX;2016-10-12;2016-10-18;557,46
LON;LAX;2016-10-12;2016-10-19;670,60
LON;LAX;2016-10-12;2016-10-21;536,82
LON;LAX;2016-10-12;2016-10-23;733,60
LON;LAX;2016-10-12;2016-10-24;508,00
LON;LAX;2016-10-12;2016-10-25;538,79
LON;LAX;2016-10-12;2016-10-26;684,76
LON;LAX;2016-10-12;2016-10-27;568,52
LON;LAX;2016-10-12;2016-10-28;615,52
LON;LAX;2016-10-12;2016-10-29;595,11
LON;LAX;2016-10-12;2016-11-01;895,08
LON;LAX;2016-10-12;2016-11-02;585,65
LON;LAX;2016-10-12;2016-11-12;515,68
LON;LAX;2016-10-12;2016-11-14;614,64
LON;LAX;2016-10-12;2016-11-16;666,54
LON;LAX;2016-10-12;2016-11-17;519,75
LON;LAX;2016-10-12;2016-11-30;665,83
LON;LAX;2016-10-12;2016-12-04;697,07
LON;LAX;2016-10-12;2016-12-12;671,95
LON;LAX;2016-10-13;;259,64
LON;LAX;2016-10-13;2016-10-16;510,87
LON;LAX;2016-10-13;2016-10-17;487,27
LON;LAX;2016-10-13;2016-10-18;499,24
LON;LAX;2016-10-13;2016-10-20;526,99
LON;LAX;2016-10-13;2016-10-21;529,46
LON;LAX;2016-10-13;2016-10-22;646,64
LON;LAX;2016-10-13;2016-10-23;555,33
LON;LAX;2016-10-13;2016-10-24;510,20
LON;LAX;2016-10-13;2016-10-25;519,16
LON;LAX;2016-10-13;2016-10-27;546,43
LON;LAX;2016-10-13;2016-10-28;561,30
LON;LAX;2016-10-13;2016-10-31;601,04
LON;LAX;2016-10-13;2016-11-01;571,58
LON;LAX;2016-10-13;2016-11-02;501,59
LON;LAX;2016-10-13;2016-11-03;492,05
LON;LAX;2016-10-13;2016-12-20;693,96
LON;LAX;2016-10-14;;262,43
LON;LAX;2016-10-14;2016-10-14;713,21
LON;LAX;2016-10-14;2016-10-15;570,26
LON;LAX;2016-10-14;2016-10-17;496,13
LON;LAX;2016-10-14;2016-10-18;690,09
LON;LAX;2016-10-14;2016-10-19;574,55
LON;LAX;2016-10-14;2016-10-21;558,15
LON;LAX;2016-10-14;2016-10-22;540,44
LON;LAX;2016-10-14;2016-10-23;477,48
LON;LAX;2016-10-14;2016-10-24;474,55
LON;LAX;2016-10-14;2016-10-25;499,98
LON;LAX;2016-10-14;2016-10-26;648,98
LON;LAX;2016-10-14;2016-10-27;499,40
LON;LAX;2016-10-14;2016-10-28;566,47
LON;LAX;2016-10-14;2016-10-29;540,89
LON;LAX;2016-10-14;2016-10-30;607,12
LON;LAX;2016-10-14;2016-10-31;624,52
LON;LAX;2016-10-14;2016-11-02;543,96
LON;LAX;2016-10-14;2016-11-03;552,77
LON;LAX;2016-10-14;2016-11-04;711,28
LON;LAX;2016-10-14;2016-11-18;639,98
LON;LAX;2016-10-14;2016-11-20;487,27
LON;LAX;2016-10-14;2016-12-14;635,32
LON;LAX;2016-10-15;;407,53
LON;LAX;2016-10-15;2016-10-15;784,98
LON;LAX;2016-10-15;2016-10-17;1613,06
LON;LAX;2016-10-15;2016-10-21;685,63
LON;LAX;2016-10-15;2016-10-22;690,82
LON;LAX;2016-10-15;2016-10-23;654,82
LON;LAX;2016-10-15;2016-10-24;760,47
LON;LAX;2016-10-15;2016-10-25;673,83
LON;LAX;2016-10-15;2016-10-27;675,99
LON;LAX;2016-10-15;2016-10-28;705,68
LON;LAX;2016-10-15;2016-10-29;671,09
LON;LAX;2016-10-15;2016-10-30;667,00
LON;LAX;2016-10-15;2016-10-31;694,34
LON;LAX;2016-10-15;2016-11-01;651,99
LON;LAX;2016-10-15;2016-11-02;699,55
LON;LAX;2016-10-15;2016-11-04;710,98
LON;LAX;2016-10-15;2016-11-05;643,97
LON;LAX;2016-10-15;2016-11-06;689,34
LON;LAX;2016-10-15;2016-11-19;692,73
LON;LAX;2016-10-15;2016-12-23;750,34
LON;LAX;2016-10-16;;300,49
LON;LAX;2016-10-16;2016-10-16;833,59
LON;LAX;2016-10-16;2016-10-17;473,38
LON;LAX;2016-10-16;2016-10-19;576,67
LON;LAX;2016-10-16;2016-10-20;461,45
LON;LAX;2016-10-16;2016-10-22;629,00
LON;LAX;2016-10-16;2016-10-24;483,99
LON;LAX;2016-10-16;2016-10-25;526,03
LON;LAX;2016-10-16;2016-10-26;620,57
LON;LAX;2016-10-16;2016-10-27;587,75
LON;LAX;2016-10-16;2016-10-29;654,38
LON;LAX;2016-10-16;2016-10-30;606,26
LON;LAX;2016-10-16;2016-10-31;674,29
LON;LAX;2016-10-16;2016-11-01;515,58
LON;LAX;2016-10-16;2016-11-02;539,51
LON;LAX;2016-10-16;2016-11-06;549,58
LON;LAX;2016-10-16;2016-11-14;722,29
LON;LAX;2016-10-16;2016-11-19;648,49
LON;LAX;2016-10-16;2016-12-19;666,97
LON;LAX;2016-10-17;;264,65
LON;LAX;2016-10-17;2016-10-18;534,01
LON;LAX;2016-10-17;2016-10-21;469,52
LON;LAX;2016-10-17;2016-10-22;566,03
LON;LAX;2016-10-17;2016-10-23;496,99
LON;LAX;2016-10-17;2016-10-24;514,27
LON;LAX;2016-10-17;2016-10-25;530,18
LON;LAX;2016-10-17;2016-10-26;621,78
LON;LAX;2016-10-17;2016-10-27;477,40
LON;LAX;2016-10-17;2016-10-28;584,12
LON;LAX;2016-10-17;2016-10-29;619,87
LON;LAX;2016-10-17;2016-10-30;553,64
LON;LAX;2016-10-17;2016-10-31;599,31
LON;LAX;2016-10-17;2016-11-01;550,58
LON;LAX;2016-10-17;2016-11-02;497,83
LON;LAX;2016-10-17;2016-11-04;622,01
LON;LAX;2016-10-17;2016-11-05;543,61
LON;LAX;2016-10-17;2016-11-06;533,34
LON;LAX;2016-10-17;2016-11-07;625,52
LON;LAX;2016-10-17;2016-11-11;715,06
LON;LAX;2016-10-17;2016-11-14;579,87
LON;LAX;2016-10-18;;336,82
LON;LAX;2016-10-18;2016-10-23;508,03
LON;LAX;2016-10-18;2016-10-25;532,25
LON;LAX;2016-10-18;2016-10-26;658,96
LON;LAX;2016-10-18;2016-10-27;487,40
LON;LAX;2016-10-18;2016-10-28;618,24
LON;LAX;2016-10-18;2016-10-31;667,00
LON;LAX;2016-10-18;2016-11-01;575,68
LON;LAX;2016-10-18;2016-11-02;663,28
LON;LAX;2016-10-18;2016-11-03;559,62
LON;LAX;2016-10-18;2016-11-07;812,85
LON;LAX;2016-10-18;2016-11-08;687,45
LON;LAX;2016-10-18;2016-11-10;539,71
LON;LAX;2016-10-18;2016-12-15;531,33
LON;LAX;2016-10-19;;328,09
LON;LAX;2016-10-19;2016-10-19;1053,74
LON;LAX;2016-10-19;2016-10-22;569,08
LON;LAX;2016-10-19;2016-10-23;619,65
LON;LAX;2016-10-19;2016-10-24;612,48
LON;LAX;2016-10-19;2016-10-25;655,58
LON;LAX;2016-10-19;2016-10-26;676,51
LON;LAX;2016-10-19;2016-10-29;572,42
LON;LAX;2016-10-19;2016-10-30;677,66
LON;LAX;2016-10-19;2016-10-31;646,52
LON;LAX;2016-10-19;2016-11-01;527,34
LON;LAX;2016-10-19;2016-11-02;659,38
LON;LAX;2016-10-19;2016-11-03;541,78
LON;LAX;2016-10-19;2016-11-08;768,96
